wallet_id,address,acquisition_channel,region
w00350,0x0ba036d89c09afe214016d1880a4d2f7e86c8142,affiliates,EU
w00351,0x9429ab6236b5b834c1dd4f65ccd063a5a4fe0166,paid,UK
w00352,0x9d8ecb5882f5f7d0b0a0d3e3c5d45b6321198bc8,organic,UK
w00353,0x9a33653edbfe98c567868de02df01c129e367b44,direct,UK
w00354,0xb60935c204118c48367d9c62bf9817561ebd486b,referral,EU
w00355,0xc5766c0b12c003f836e1d0275b123e5d8297d68e,organic,ROW
w00356,0xd4f148cfc53deb863a9115b0d8f9149eb74c699f,paid,EU
w00357,0xcdadacbacd182c9a9294ce9cdfe1dc3cc69f0908,affiliates,EU
w00358,0x76ea238f395aeae8a80d4056afe960cc6c82a189,paid,EU
w00359,0xe38c1decc55e1dc629cd4edd2c0a89e6f1f63139,referral,BR
w00360,0x0f60a1a1b062a39762b3407742b726da9581dbde,direct,ROW
w00361,0x9e1c0ea4f3712e5e3e67e73fea12636df578f637,referral,EU
w00362,0x49b290d40d6407ad68eeb78e1daee9d138f28b7b,organic,UK
w00363,0x6dd8ed2a503cf0c9b6af7b6f36c2c5081d2a52fa,organic,UK
w00364,0x5fea621ae19567909c4694802e0509ba8f9b842e,paid,US
w00365,0x8aa4787ceb752e663ca094cf1af78629e8b2d597,referral,US
w00366,0x8a0aac5beadc6b570a2e2bd428762d923fabdcd3,direct,EU
w00367,0xe9164ae2cbe2f6f2f3b59a1df1b50a8ff8057ad3,affiliates,EU
w00368,0x1a89e17708b940d3457551b5ed7d836d0f4dba1f,referral,UK
w00369,0x579f1970b2742d8d5225cc605c8c7742755ba859,direct,US
w00370,0x5b922fefc652de0c53a3f2eedcd10503a8214d86,organic,ROW
w00371,0x77df37a7fa2058b253f8c28db3132d041601342b,organic,UK
w00372,0x27817ce75b5a76df598ca7e8b6827171a3cbeaff,direct,UK
w00373,0x2999befbca9a3832ab39e38467abe3c4f944cc9b,affiliates,EU
w00374,0xdd722103e78717e598e32cc1c6cd82e489fe8895,affiliates,US
w00375,0xb582a60dcfc344eadd911d23bed029cb95047ab3,organic,UK
w00376,0x067391f202231ab77a09b116221b7baece39b096,paid,EU
w00377,0xa7ecc1c414caa250af242d9b5fbd1bac3a92b701,direct,UK
w00378,0x465554e30fec0fe65237090bf6d0324ae54ddaa3,referral,UK
w00379,0x319e67ea5e417af562371d4618cc800ec816c128,organic,EU
w00380,0xca720bfb730737310d5844c2b0928856640103ad,affiliates,EU
w00381,0xde7466d198db70f66459cc09a140a98f1bcda403,direct,UK
w00382,0xc098c4dde69faa39ad684661340743252bfa99ef,paid,UK
w00383,0xbe26fa078d82102a0ca1eefc3ac99ec721ffb8af,direct,EU
w00384,0xddfee42c7e58e978702c40771dd6191a12ea9c96,direct,UK
w00385,0xb6fada005b4cc650ea24eb8561e9daa2aeeb4963,paid,EU
w00386,0x07410812f5cd68289c38889e247fc7969143d9cb,paid,US
w00387,0x9dfdb13be5f04815d02e4421150340961c7ebc24,organic,US
w00388,0xa8fbd781148fcd9eaf898c3f697e64e1545a19ba,affiliates,EU
w00389,0x75b6b511a0d8cc356b28450709a42892466dcb86,organic,UK
w00390,0xc40c465c5e9c453cc02d5cecd26b065930ba2224,direct,US
w00391,0x6eb76c9612b15f8f8860cf0786bf2d29f7c0c7f6,paid,UK
w00392,0xc1be083c73596c08fa548418c8e5cf0a645a523e,affiliates,ROW
w00393,0x2b7c9bfa9d17cc34ab70d86217ba0d96305a09c3,referral,EU
w00394,0x293de0ddcb8b674ed524ef46d385193b80acca39,affiliates,EU
w00395,0x8adbc96982eb0f5927472601b9b644eda92391ff,organic,EU
w00396,0x6df9f8809e21d03e0b661e8aa8c760145c4e38ea,organic,UK
w00397,0x8076cda34d9dc03c0d625dff9710b6fa610ae411,referral,ROW
w00398,0x34c819e9c780cc684289929c8888a18aac10c65d,organic,BR
w00399,0x092f2ec5da9d20f80fe521755f77ba249c1ad849,organic,ROW
w00400,0x622f597cee4b42d547d5c2d2d5db0b16ee6f732d,organic,UK
